"Date","Province","HA","HSDA","Cases_Reported","Cases_Reported_Smoothed"
2020-07-07,"BC","Vancouver Coastal","Richmond",1,0.29
2020-07-07,"BC","Vancouver Coastal","Unknown",0,0
2020-07-07,"BC","Vancouver Coastal","Vancouver",4,3.29
2020-07-07,"BC","Vancouver Island","All",0,0
2020-07-07,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-07-07,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-07,"BC","Vancouver Island","South Vancouver Island",0,0
2020-07-07,"Out of Canada","Out of Canada","Out of Canada",0,0.71
2020-07-08,"BC","All","All",18,12.43
2020-07-08,"BC","Fraser","All",12,7.57
2020-07-08,"BC","Fraser","Fraser East",3,2.57
2020-07-08,"BC","Fraser","Fraser North",1,0.71
2020-07-08,"BC","Fraser","Fraser South",8,4.29
2020-07-08,"BC","Fraser","Unknown",0,0
2020-07-08,"BC","Interior","All",0,0.43
2020-07-08,"BC","Interior","East Kootenay",0,0
2020-07-08,"BC","Interior","Kootenay Boundary",0,0.14
2020-07-08,"BC","Interior","Okanagan",0,0.29
2020-07-08,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-07-08,"BC","Northern","All",0,0
2020-07-08,"BC","Northern","Northeast",0,0
2020-07-08,"BC","Northern","Northern Interior",0,0
2020-07-08,"BC","Northern","Northwest",0,0
2020-07-08,"BC","Vancouver Coastal","All",6,4.43
2020-07-08,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",1,0.29
2020-07-08,"BC","Vancouver Coastal","Richmond",0,0.29
2020-07-08,"BC","Vancouver Coastal","Unknown",0,0
2020-07-08,"BC","Vancouver Coastal","Vancouver",5,3.86
2020-07-08,"BC","Vancouver Island","All",0,0
2020-07-08,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-07-08,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-08,"BC","Vancouver Island","South Vancouver Island",0,0
2020-07-08,"Out of Canada","Out of Canada","Out of Canada",0,0.57
2020-07-09,"BC","All","All",20,14.14
2020-07-09,"BC","Fraser","All",13,9.14
2020-07-09,"BC","Fraser","Fraser East",6,3.29
2020-07-09,"BC","Fraser","Fraser North",1,0.71
2020-07-09,"BC","Fraser","Fraser South",6,5.14
2020-07-09,"BC","Fraser","Unknown",0,0
2020-07-09,"BC","Interior","All",2,0.57
2020-07-09,"BC","Interior","East Kootenay",0,0
2020-07-09,"BC","Interior","Kootenay Boundary",0,0.14
2020-07-09,"BC","Interior","Okanagan",0,0.14
2020-07-09,"BC","Interior","Thompson Cariboo Shuswap",2,0.29
2020-07-09,"BC","Northern","All",0,0
2020-07-09,"BC","Northern","Northeast",0,0
2020-07-09,"BC","Northern","Northern Interior",0,0
2020-07-09,"BC","Northern","Northwest",0,0
2020-07-09,"BC","Vancouver Coastal","All",3,4.14
2020-07-09,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0.29
2020-07-09,"BC","Vancouver Coastal","Richmond",1,0.43
2020-07-09,"BC","Vancouver Coastal","Unknown",0,0
2020-07-09,"BC","Vancouver Coastal","Vancouver",2,3.43
2020-07-09,"BC","Vancouver Island","All",2,0.29
2020-07-09,"BC","Vancouver Island","Central Vancouver Island",1,0.14
2020-07-09,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-09,"BC","Vancouver Island","South Vancouver Island",1,0.14
2020-07-09,"Out of Canada","Out of Canada","Out of Canada",0,0.43
2020-07-10,"BC","All","All",28,16.29
2020-07-10,"BC","Fraser","All",14,9.86
2020-07-10,"BC","Fraser","Fraser East",1,3.14
2020-07-10,"BC","Fraser","Fraser North",7,1.71
2020-07-10,"BC","Fraser","Fraser South",6,5
2020-07-10,"BC","Fraser","Unknown",0,0
2020-07-10,"BC","Interior","All",3,0.86
2020-07-10,"BC","Interior","East Kootenay",0,0
2020-07-10,"BC","Interior","Kootenay Boundary",0,0
2020-07-10,"BC","Interior","Okanagan",3,0.57
2020-07-10,"BC","Interior","Thompson Cariboo Shuswap",0,0.29
2020-07-10,"BC","Northern","All",0,0
2020-07-10,"BC","Northern","Northeast",0,0
2020-07-10,"BC","Northern","Northern Interior",0,0
2020-07-10,"BC","Northern","Northwest",0,0
2020-07-10,"BC","Vancouver Coastal","All",11,5.29
2020-07-10,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",1,0.43
2020-07-10,"BC","Vancouver Coastal","Richmond",1,0.43
2020-07-10,"BC","Vancouver Coastal","Unknown",0,0
2020-07-10,"BC","Vancouver Coastal","Vancouver",9,4.43
2020-07-10,"BC","Vancouver Island","All",0,0.29
2020-07-10,"BC","Vancouver Island","Central Vancouver Island",0,0.14
2020-07-10,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-10,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-07-10,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2020-07-11,"BC","All","All",22,17.57
2020-07-11,"BC","Fraser","All",12,10.43
2020-07-11,"BC","Fraser","Fraser East",5,3.57
2020-07-11,"BC","Fraser","Fraser North",1,1.71
2020-07-11,"BC","Fraser","Fraser South",6,5.14
2020-07-11,"BC","Fraser","Unknown",0,0
2020-07-11,"BC","Interior","All",1,1
2020-07-11,"BC","Interior","East Kootenay",0,0
2020-07-11,"BC","Interior","Kootenay Boundary",0,0
2020-07-11,"BC","Interior","Okanagan",1,0.71
2020-07-11,"BC","Interior","Thompson Cariboo Shuswap",0,0.29
2020-07-11,"BC","Northern","All",0,0
2020-07-11,"BC","Northern","Northeast",0,0
2020-07-11,"BC","Northern","Northern Interior",0,0
2020-07-11,"BC","Northern","Northwest",0,0
2020-07-11,"BC","Vancouver Coastal","All",9,5.86
2020-07-11,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",1,0.57
2020-07-11,"BC","Vancouver Coastal","Richmond",0,0.43
2020-07-11,"BC","Vancouver Coastal","Unknown",0,0
2020-07-11,"BC","Vancouver Coastal","Vancouver",8,4.86
2020-07-11,"BC","Vancouver Island","All",0,0.29
2020-07-11,"BC","Vancouver Island","Central Vancouver Island",0,0.14
2020-07-11,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-11,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-07-11,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-07-12,"BC","All","All",18,19.29
2020-07-12,"BC","Fraser","All",8,11.43
2020-07-12,"BC","Fraser","Fraser East",3,4
2020-07-12,"BC","Fraser","Fraser North",0,1.57
2020-07-12,"BC","Fraser","Fraser South",5,5.86
2020-07-12,"BC","Fraser","Unknown",0,0
2020-07-12,"BC","Interior","All",1,1.14
2020-07-12,"BC","Interior","East Kootenay",0,0
2020-07-12,"BC","Interior","Kootenay Boundary",0,0
2020-07-12,"BC","Interior","Okanagan",1,0.86
2020-07-12,"BC","Interior","Thompson Cariboo Shuswap",0,0.29
2020-07-12,"BC","Northern","All",0,0
2020-07-12,"BC","Northern","Northeast",0,0
2020-07-12,"BC","Northern","Northern Interior",0,0
2020-07-12,"BC","Northern","Northwest",0,0
2020-07-12,"BC","Vancouver Coastal","All",9,6.43
2020-07-12,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",1,0.71
2020-07-12,"BC","Vancouver Coastal","Richmond",0,0.43
2020-07-12,"BC","Vancouver Coastal","Unknown",0,0
2020-07-12,"BC","Vancouver Coastal","Vancouver",8,5.29
2020-07-12,"BC","Vancouver Island","All",0,0.29
2020-07-12,"BC","Vancouver Island","Central Vancouver Island",0,0.14
2020-07-12,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-12,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-07-12,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-07-13,"BC","All","All",12,19.43
2020-07-13,"BC","Fraser","All",8,11.14
2020-07-13,"BC","Fraser","Fraser East",1,3.43
2020-07-13,"BC","Fraser","Fraser North",2,1.71
2020-07-13,"BC","Fraser","Fraser South",5,6
2020-07-13,"BC","Fraser","Unknown",0,0
2020-07-13,"BC","Interior","All",2,1.43
2020-07-13,"BC","Interior","East Kootenay",0,0
2020-07-13,"BC","Interior","Kootenay Boundary",0,0
2020-07-13,"BC","Interior","Okanagan",2,1.14
2020-07-13,"BC","Interior","Thompson Cariboo Shuswap",0,0.29
2020-07-13,"BC","Northern","All",0,0
2020-07-13,"BC","Northern","Northeast",0,0
2020-07-13,"BC","Northern","Northern Interior",0,0
2020-07-13,"BC","Northern","Northwest",0,0
2020-07-13,"BC","Vancouver Coastal","All",2,6.57
2020-07-13,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0.71
2020-07-13,"BC","Vancouver Coastal","Richmond",0,0.43
2020-07-13,"BC","Vancouver Coastal","Unknown",0,0
2020-07-13,"BC","Vancouver Coastal","Vancouver",2,5.43
2020-07-13,"BC","Vancouver Island","All",0,0.29
2020-07-13,"BC","Vancouver Island","Central Vancouver Island",0,0.14
2020-07-13,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-13,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-07-13,"Out of Canada","Out of Canada","Out of Canada",1,0.14
2020-07-14,"BC","All","All",22,20
2020-07-14,"BC","Fraser","All",9,10.86
2020-07-14,"BC","Fraser","Fraser East",1,2.86
2020-07-14,"BC","Fraser","Fraser North",0,1.71
2020-07-14,"BC","Fraser","Fraser South",8,6.29
2020-07-14,"BC","Fraser","Unknown",0,0
2020-07-14,"BC","Interior","All",6,2.14
2020-07-14,"BC","Interior","East Kootenay",0,0
2020-07-14,"BC","Interior","Kootenay Boundary",0,0
2020-07-14,"BC","Interior","Okanagan",6,1.86
2020-07-14,"BC","Interior","Thompson Cariboo Shuswap",0,0.29
2020-07-14,"BC","Northern","All",0,0
2020-07-14,"BC","Northern","Northeast",0,0
2020-07-14,"BC","Northern","Northern Interior",0,0
2020-07-14,"BC","Northern","Northwest",0,0
2020-07-14,"BC","Vancouver Coastal","All",7,6.71
2020-07-14,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0.57
2020-07-14,"BC","Vancouver Coastal","Richmond",2,0.57
2020-07-14,"BC","Vancouver Coastal","Unknown",0,0
2020-07-14,"BC","Vancouver Coastal","Vancouver",5,5.57
2020-07-14,"BC","Vancouver Island","All",0,0.29
2020-07-14,"BC","Vancouver Island","Central Vancouver Island",0,0.14
2020-07-14,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-14,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-07-14,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-07-15,"BC","All","All",33,22.14
2020-07-15,"BC","Fraser","All",8,10.29
2020-07-15,"BC","Fraser","Fraser East",1,2.57
2020-07-15,"BC","Fraser","Fraser North",2,1.86
2020-07-15,"BC","Fraser","Fraser South",5,5.86
2020-07-15,"BC","Fraser","Unknown",0,0
2020-07-15,"BC","Interior","All",17,4.57
2020-07-15,"BC","Interior","East Kootenay",0,0
2020-07-15,"BC","Interior","Kootenay Boundary",0,0
2020-07-15,"BC","Interior","Okanagan",16,4.14
2020-07-15,"BC","Interior","Thompson Cariboo Shuswap",1,0.43
2020-07-15,"BC","Northern","All",2,0.29
2020-07-15,"BC","Northern","Northeast",1,0.14
2020-07-15,"BC","Northern","Northern Interior",0,0
2020-07-15,"BC","Northern","Northwest",1,0.14
2020-07-15,"BC","Vancouver Coastal","All",5,6.57
2020-07-15,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0.43
2020-07-15,"BC","Vancouver Coastal","Richmond",0,0.57
2020-07-15,"BC","Vancouver Coastal","Unknown",0,0
2020-07-15,"BC","Vancouver Coastal","Vancouver",5,5.57
2020-07-15,"BC","Vancouver Island","All",1,0.43
2020-07-15,"BC","Vancouver Island","Central Vancouver Island",1,0.29
2020-07-15,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-15,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-07-15,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-07-16,"BC","All","All",31,23.71
2020-07-16,"BC","Fraser","All",6,9.29
2020-07-16,"BC","Fraser","Fraser East",1,1.86
2020-07-16,"BC","Fraser","Fraser North",4,2.29
2020-07-16,"BC","Fraser","Fraser South",1,5.14
2020-07-16,"BC","Fraser","Unknown",0,0
2020-07-16,"BC","Interior","All",21,7.29
2020-07-16,"BC","Interior","East Kootenay",1,0.14
2020-07-16,"BC","Interior","Kootenay Boundary",0,0
2020-07-16,"BC","Interior","Okanagan",20,7
2020-07-16,"BC","Interior","Thompson Cariboo Shuswap",0,0.14
2020-07-16,"BC","Northern","All",1,0.43
2020-07-16,"BC","Northern","Northeast",0,0.14
2020-07-16,"BC","Northern","Northern Interior",0,0
2020-07-16,"BC","Northern","Northwest",1,0.29
2020-07-16,"BC","Vancouver Coastal","All",3,6.57
2020-07-16,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0.43
2020-07-16,"BC","Vancouver Coastal","Richmond",0,0.43
2020-07-16,"BC","Vancouver Coastal","Unknown",0,0
2020-07-16,"BC","Vancouver Coastal","Vancouver",3,5.71
2020-07-16,"BC","Vancouver Island","All",0,0.14
2020-07-16,"BC","Vancouver Island","Central Vancouver Island",0,0.14
2020-07-16,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-16,"BC","Vancouver Island","South Vancouver Island",0,0
2020-07-16,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-07-17,"BC","All","All",33,24.43
2020-07-17,"BC","Fraser","All",14,9.29
2020-07-17,"BC","Fraser","Fraser East",8,2.86
2020-07-17,"BC","Fraser","Fraser North",0,1.29
2020-07-17,"BC","Fraser","Fraser South",6,5.14
2020-07-17,"BC","Fraser","Unknown",0,0
2020-07-17,"BC","Interior","All",11,8.43
2020-07-17,"BC","Interior","East Kootenay",1,0.29
2020-07-17,"BC","Interior","Kootenay Boundary",0,0
2020-07-17,"BC","Interior","Okanagan",10,8
2020-07-17,"BC","Interior","Thompson Cariboo Shuswap",0,0.14
2020-07-17,"BC","Northern","All",1,0.57
2020-07-17,"BC","Northern","Northeast",0,0.14
2020-07-17,"BC","Northern","Northern Interior",0,0
2020-07-17,"BC","Northern","Northwest",1,0.43
2020-07-17,"BC","Vancouver Coastal","All",7,6
2020-07-17,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",1,0.43
2020-07-17,"BC","Vancouver Coastal","Richmond",0,0.29
2020-07-17,"BC","Vancouver Coastal","Unknown",1,0.14
2020-07-17,"BC","Vancouver Coastal","Vancouver",5,5.14
2020-07-17,"BC","Vancouver Island","All",0,0.14
2020-07-17,"BC","Vancouver Island","Central Vancouver Island",0,0.14
2020-07-17,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-17,"BC","Vancouver Island","South Vancouver Island",0,0
2020-07-17,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-07-18,"BC","All","All",24,24.71
2020-07-18,"BC","Fraser","All",12,9.29
2020-07-18,"BC","Fraser","Fraser East",5,2.86
2020-07-18,"BC","Fraser","Fraser North",4,1.71
2020-07-18,"BC","Fraser","Fraser South",3,4.71
2020-07-18,"BC","Fraser","Unknown",0,0
2020-07-18,"BC","Interior","All",11,9.86
2020-07-18,"BC","Interior","East Kootenay",0,0.29
2020-07-18,"BC","Interior","Kootenay Boundary",0,0
2020-07-18,"BC","Interior","Okanagan",11,9.43
2020-07-18,"BC","Interior","Thompson Cariboo Shuswap",0,0.14
2020-07-18,"BC","Northern","All",0,0.57
2020-07-18,"BC","Northern","Northeast",0,0.14
2020-07-18,"BC","Northern","Northern Interior",0,0
2020-07-18,"BC","Northern","Northwest",0,0.43
2020-07-18,"BC","Vancouver Coastal","All",1,4.86
2020-07-18,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0.29
2020-07-18,"BC","Vancouver Coastal","Richmond",0,0.29
2020-07-18,"BC","Vancouver Coastal","Unknown",0,0.14
2020-07-18,"BC","Vancouver Coastal","Vancouver",1,4.14
2020-07-18,"BC","Vancouver Island","All",0,0.14
2020-07-18,"BC","Vancouver Island","Central Vancouver Island",0,0.14
2020-07-18,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-18,"BC","Vancouver Island","South Vancouver Island",0,0
2020-07-18,"Out of Canada","Out of Canada","Out of Canada",2,0.43
2020-07-19,"BC","All","All",30,26.43
2020-07-19,"BC","Fraser","All",16,10.43
2020-07-19,"BC","Fraser","Fraser East",2,2.71
2020-07-19,"BC","Fraser","Fraser North",8,2.86
2020-07-19,"BC","Fraser","Fraser South",6,4.86
2020-07-19,"BC","Fraser","Unknown",0,0
2020-07-19,"BC","Interior","All",9,11
2020-07-19,"BC","Interior","East Kootenay",0,0.29
2020-07-19,"BC","Interior","Kootenay Boundary",0,0
2020-07-19,"BC","Interior","Okanagan",9,10.57
2020-07-19,"BC","Interior","Thompson Cariboo Shuswap",0,0.14
2020-07-19,"BC","Northern","All",0,0.57
2020-07-19,"BC","Northern","Northeast",0,0.14
2020-07-19,"BC","Northern","Northern Interior",0,0
2020-07-19,"BC","Northern","Northwest",0,0.43
2020-07-19,"BC","Vancouver Coastal","All",1,3.71
2020-07-19,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0.14
2020-07-19,"BC","Vancouver Coastal","Richmond",0,0.29
2020-07-19,"BC","Vancouver Coastal","Unknown",0,0.14
2020-07-19,"BC","Vancouver Coastal","Vancouver",1,3.14
2020-07-19,"BC","Vancouver Island","All",4,0.71
2020-07-19,"BC","Vancouver Island","Central Vancouver Island",3,0.57
2020-07-19,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-19,"BC","Vancouver Island","South Vancouver Island",1,0.14
2020-07-19,"Out of Canada","Out of Canada","Out of Canada",1,0.57
2020-07-20,"BC","All","All",28,28.71
2020-07-20,"BC","Fraser","All",11,10.86
2020-07-20,"BC","Fraser","Fraser East",8,3.71
2020-07-20,"BC","Fraser","Fraser North",1,2.71
2020-07-20,"BC","Fraser","Fraser South",2,4.43
2020-07-20,"BC","Fraser","Unknown",0,0
2020-07-20,"BC","Interior","All",11,12.29
2020-07-20,"BC","Interior","East Kootenay",0,0.29
2020-07-20,"BC","Interior","Kootenay Boundary",0,0
2020-07-20,"BC","Interior","Okanagan",11,11.86
2020-07-20,"BC","Interior","Thompson Cariboo Shuswap",0,0.14
2020-07-20,"BC","Northern","All",0,0.57
2020-07-20,"BC","Northern","Northeast",0,0.14
2020-07-20,"BC","Northern","Northern Interior",0,0
2020-07-20,"BC","Northern","Northwest",0,0.43
2020-07-20,"BC","Vancouver Coastal","All",6,4.29
2020-07-20,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0.14
2020-07-20,"BC","Vancouver Coastal","Richmond",2,0.57
2020-07-20,"BC","Vancouver Coastal","Unknown",0,0.14
2020-07-20,"BC","Vancouver Coastal","Vancouver",4,3.43
2020-07-20,"BC","Vancouver Island","All",0,0.71
2020-07-20,"BC","Vancouver Island","Central Vancouver Island",0,0.57
2020-07-20,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-20,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-07-20,"Out of Canada","Out of Canada","Out of Canada",2,0.71
2020-07-21,"BC","All","All",30,29.86
2020-07-21,"BC","Fraser","All",14,11.57
2020-07-21,"BC","Fraser","Fraser East",5,4.29
2020-07-21,"BC","Fraser","Fraser North",6,3.57
2020-07-21,"BC","Fraser","Fraser South",3,3.71
2020-07-21,"BC","Fraser","Unknown",0,0
2020-07-21,"BC","Interior","All",10,12.86
2020-07-21,"BC","Interior","East Kootenay",0,0.29
2020-07-21,"BC","Interior","Kootenay Boundary",0,0
2020-07-21,"BC","Interior","Okanagan",10,12.43
2020-07-21,"BC","Interior","Thompson Cariboo Shuswap",0,0.14
2020-07-21,"BC","Northern","All",0,0.57
2020-07-21,"BC","Northern","Northeast",0,0.14
2020-07-21,"BC","Northern","Northern Interior",0,0
2020-07-21,"BC","Northern","Northwest",0,0.43
2020-07-21,"BC","Vancouver Coastal","All",5,4
2020-07-21,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0.14
2020-07-21,"BC","Vancouver Coastal","Richmond",0,0.29
2020-07-21,"BC","Vancouver Coastal","Unknown",0,0.14
2020-07-21,"BC","Vancouver Coastal","Vancouver",5,3.43
2020-07-21,"BC","Vancouver Island","All",1,0.86
2020-07-21,"BC","Vancouver Island","Central Vancouver Island",1,0.71
2020-07-21,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-21,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-07-21,"Out of Canada","Out of Canada","Out of Canada",0,0.71
2020-07-22,"BC","All","All",33,29.86
2020-07-22,"BC","Fraser","All",12,12.14
2020-07-22,"BC","Fraser","Fraser East",5,4.86
2020-07-22,"BC","Fraser","Fraser North",3,3.71
2020-07-22,"BC","Fraser","Fraser South",4,3.57
2020-07-22,"BC","Fraser","Unknown",0,0
2020-07-22,"BC","Interior","All",10,11.86
2020-07-22,"BC","Interior","East Kootenay",0,0.29
2020-07-22,"BC","Interior","Kootenay Boundary",0,0
2020-07-22,"BC","Interior","Okanagan",8,11.29
2020-07-22,"BC","Interior","Thompson Cariboo Shuswap",2,0.29
2020-07-22,"BC","Northern","All",8,1.43
2020-07-22,"BC","Northern","Northeast",0,0
2020-07-22,"BC","Northern","Northern Interior",0,0
2020-07-22,"BC","Northern","Northwest",8,1.43
2020-07-22,"BC","Vancouver Coastal","All",2,3.57
2020-07-22,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0.14
2020-07-22,"BC","Vancouver Coastal","Richmond",1,0.43
2020-07-22,"BC","Vancouver Coastal","Unknown",0,0.14
2020-07-22,"BC","Vancouver Coastal","Vancouver",1,2.86
2020-07-22,"BC","Vancouver Island","All",1,0.86
2020-07-22,"BC","Vancouver Island","Central Vancouver Island",1,0.71
2020-07-22,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-22,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-07-22,"Out of Canada","Out of Canada","Out of Canada",2,1
2020-07-23,"BC","All","All",32,30
2020-07-23,"BC","Fraser","All",11,12.86
2020-07-23,"BC","Fraser","Fraser East",1,4.86
2020-07-23,"BC","Fraser","Fraser North",4,3.71
2020-07-23,"BC","Fraser","Fraser South",6,4.29
2020-07-23,"BC","Fraser","Unknown",0,0
2020-07-23,"BC","Interior","All",10,10.29
2020-07-23,"BC","Interior","East Kootenay",0,0.14
2020-07-23,"BC","Interior","Kootenay Boundary",0,0
2020-07-23,"BC","Interior","Okanagan",9,9.71
2020-07-23,"BC","Interior","Thompson Cariboo Shuswap",1,0.43
2020-07-23,"BC","Northern","All",3,1.71
2020-07-23,"BC","Northern","Northeast",0,0
2020-07-23,"BC","Northern","Northern Interior",0,0
2020-07-23,"BC","Northern","Northwest",3,1.71
2020-07-23,"BC","Vancouver Coastal","All",8,4.29
2020-07-23,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",4,0.71
2020-07-23,"BC","Vancouver Coastal","Richmond",0,0.43
