#	Label	Interval	Total	Time Recorded
	Start	---	---	Tue, Mar 1, 2022 at 10:41:54.023
305	Split	00:00:00.316	00:08:22.165	Tue, Mar 1, 2022 at 10:50:16.188
306	Split	00:00:00.168	00:08:22.333	Tue, Mar 1, 2022 at 10:50:16.356
307	Split	00:00:00.299	00:08:22.632	Tue, Mar 1, 2022 at 10:50:16.655
308	Split	00:00:00.183	00:08:22.815	Tue, Mar 1, 2022 at 10:50:16.838
309	Split	00:00:00.167	00:08:22.982	Tue, Mar 1, 2022 at 10:50:17.005
310	Split	00:00:00.171	00:08:23.153	Tue, Mar 1, 2022 at 10:50:17.176
311	Split	00:00:00.179	00:08:23.332	Tue, Mar 1, 2022 at 10:50:17.355
312	Split	00:00:00.150	00:08:23.482	Tue, Mar 1, 2022 at 10:50:17.505
313	Split	00:00:00.271	00:08:23.753	Tue, Mar 1, 2022 at 10:50:17.776
314	Split	00:00:00.172	00:08:23.925	Tue, Mar 1, 2022 at 10:50:17.948
315	Split	00:00:00.207	00:08:24.132	Tue, Mar 1, 2022 at 10:50:18.155
316	Split	00:00:00.177	00:08:24.309	Tue, Mar 1, 2022 at 10:50:18.332
317	Split	00:00:00.159	00:08:24.468	Tue, Mar 1, 2022 at 10:50:18.491
318	Split	00:00:00.155	00:08:24.623	Tue, Mar 1, 2022 at 10:50:18.646
319	Split	00:00:00.248	00:08:24.871	Tue, Mar 1, 2022 at 10:50:18.894
320	Split	00:00:00.203	00:08:25.074	Tue, Mar 1, 2022 at 10:50:19.097
321	Split	00:00:00.181	00:08:25.255	Tue, Mar 1, 2022 at 10:50:19.278
322	Split	00:00:00.166	00:08:25.421	Tue, Mar 1, 2022 at 10:50:19.444
323	Split	00:00:00.170	00:08:25.591	Tue, Mar 1, 2022 at 10:50:19.614
324	Split	00:00:00.162	00:08:25.753	Tue, Mar 1, 2022 at 10:50:19.776
325	Split	00:00:00.290	00:08:26.043	Tue, Mar 1, 2022 at 10:50:20.066
326	Split	00:00:00.156	00:08:26.199	Tue, Mar 1, 2022 at 10:50:20.222
327	Split	00:00:00.211	00:08:26.410	Tue, Mar 1, 2022 at 10:50:20.433
328	Split	00:00:00.239	00:08:26.649	Tue, Mar 1, 2022 at 10:50:20.672
329	Split	00:00:00.183	00:08:26.832	Tue, Mar 1, 2022 at 10:50:20.855
330	Split	00:00:00.174	00:08:27.006	Tue, Mar 1, 2022 at 10:50:21.029
331	Split	00:00:00.167	00:08:27.173	Tue, Mar 1, 2022 at 10:50:21.196
332	Split	00:00:00.195	00:08:27.368	Tue, Mar 1, 2022 at 10:50:21.391
333	Split	00:00:00.187	00:08:27.555	Tue, Mar 1, 2022 at 10:50:21.578
334	Split	00:00:00.216	00:08:27.771	Tue, Mar 1, 2022 at 10:50:21.794
335	Split	00:00:00.295	00:08:28.066	Tue, Mar 1, 2022 at 10:50:22.089
336	Split	00:00:00.183	00:08:28.249	Tue, Mar 1, 2022 at 10:50:22.272
337	Split	00:00:00.196	00:08:28.445	Tue, Mar 1, 2022 at 10:50:22.468
338	Split	00:00:00.176	00:08:28.621	Tue, Mar 1, 2022 at 10:50:22.644
339	Split	00:00:00.211	00:08:28.832	Tue, Mar 1, 2022 at 10:50:22.855
340	Split	00:00:00.273	00:08:29.105	Tue, Mar 1, 2022 at 10:50:23.128
341	Split	00:00:00.233	00:08:29.338	Tue, Mar 1, 2022 at 10:50:23.361
342	Split	00:00:00.179	00:08:29.517	Tue, Mar 1, 2022 at 10:50:23.540
343	Split	00:00:00.187	00:08:29.704	Tue, Mar 1, 2022 at 10:50:23.727
344	Split	00:00:00.185	00:08:29.889	Tue, Mar 1, 2022 at 10:50:23.912
345	Split	00:00:00.171	00:08:30.060	Tue, Mar 1, 2022 at 10:50:24.083
346	Split	00:00:00.200	00:08:30.260	Tue, Mar 1, 2022 at 10:50:24.283
347	Split	00:00:00.247	00:08:30.507	Tue, Mar 1, 2022 at 10:50:24.530
348	Split	00:00:00.185	00:08:30.692	Tue, Mar 1, 2022 at 10:50:24.715
349	Split	00:00:00.179	00:08:30.871	Tue, Mar 1, 2022 at 10:50:24.894
350	Split	00:00:00.178	00:08:31.049	Tue, Mar 1, 2022 at 10:50:25.072
351	Split	00:00:00.171	00:08:31.220	Tue, Mar 1, 2022 at 10:50:25.243
352	Split	00:00:00.180	00:08:31.400	Tue, Mar 1, 2022 at 10:50:25.423
353	Split	00:00:00.172	00:08:31.572	Tue, Mar 1, 2022 at 10:50:25.595
354	Split	00:00:00.177	00:08:31.749	Tue, Mar 1, 2022 at 10:50:25.772
355	Split	00:00:00.155	00:08:31.904	Tue, Mar 1, 2022 at 10:50:25.927
356	Split	00:00:00.246	00:08:32.150	Tue, Mar 1, 2022 at 10:50:26.173
357	Split	00:00:00.237	00:08:32.387	Tue, Mar 1, 2022 at 10:50:26.410
358	Split	00:00:00.222	00:08:32.609	Tue, Mar 1, 2022 at 10:50:26.632
359	Split	00:00:00.176	00:08:32.785	Tue, Mar 1, 2022 at 10:50:26.808
360	Split	00:00:00.157	00:08:32.942	Tue, Mar 1, 2022 at 10:50:26.965
361	Split	00:00:00.242	00:08:33.184	Tue, Mar 1, 2022 at 10:50:27.207
362	Split	00:00:00.232	00:08:33.416	Tue, Mar 1, 2022 at 10:50:27.439
363	Split	00:00:00.177	00:08:33.593	Tue, Mar 1, 2022 at 10:50:27.616
364	Split	00:00:00.163	00:08:33.756	Tue, Mar 1, 2022 at 10:50:27.779
365	Split	00:00:00.177	00:08:33.933	Tue, Mar 1, 2022 at 10:50:27.956
366	Split	00:00:00.200	00:08:34.133	Tue, Mar 1, 2022 at 10:50:28.156
367	Split	00:00:00.209	00:08:34.342	Tue, Mar 1, 2022 at 10:50:28.365
368	Split	00:00:00.163	00:08:34.505	Tue, Mar 1, 2022 at 10:50:28.528
369	Split	00:00:00.178	00:08:34.683	Tue, Mar 1, 2022 at 10:50:28.706
370	Split	00:00:00.168	00:08:34.851	Tue, Mar 1, 2022 at 10:50:28.874
371	Split	00:00:00.165	00:08:35.016	Tue, Mar 1, 2022 at 10:50:29.039
372	Split	00:00:00.303	00:08:35.319	Tue, Mar 1, 2022 at 10:50:29.342
373	Split	00:00:00.173	00:08:35.492	Tue, Mar 1, 2022 at 10:50:29.515
374	Split	00:00:00.174	00:08:35.666	Tue, Mar 1, 2022 at 10:50:29.689
375	Split	00:00:00.150	00:08:35.816	Tue, Mar 1, 2022 at 10:50:29.839
376	Split	00:00:00.141	00:08:35.957	Tue, Mar 1, 2022 at 10:50:29.980
377	Split	00:00:00.276	00:08:36.233	Tue, Mar 1, 2022 at 10:50:30.256
378	Split	00:00:00.186	00:08:36.419	Tue, Mar 1, 2022 at 10:50:30.442
379	Split	00:00:00.165	00:08:36.584	Tue, Mar 1, 2022 at 10:50:30.607
380	Split	00:00:00.156	00:08:36.740	Tue, Mar 1, 2022 at 10:50:30.763
381	Split	00:00:00.161	00:08:36.901	Tue, Mar 1, 2022 at 10:50:30.924
382	Split	00:00:00.265	00:08:37.166	Tue, Mar 1, 2022 at 10:50:31.189
383	Split	00:00:00.174	00:08:37.340	Tue, Mar 1, 2022 at 10:50:31.363
384	Split	00:00:00.178	00:08:37.518	Tue, Mar 1, 2022 at 10:50:31.541
385	Split	00:00:00.165	00:08:37.683	Tue, Mar 1, 2022 at 10:50:31.706
386	Split	00:00:00.150	00:08:37.833	Tue, Mar 1, 2022 at 10:50:31.856
387	Split	00:00:01.226	00:08:39.059	Tue, Mar 1, 2022 at 10:50:33.082
388	Split	00:00:00.158	00:08:39.217	Tue, Mar 1, 2022 at 10:50:33.240
389	Split	00:00:00.153	00:08:39.370	Tue, Mar 1, 2022 at 10:50:33.393
390	Split	00:00:00.147	00:08:39.517	Tue, Mar 1, 2022 at 10:50:33.540
391	Split	00:00:00.270	00:08:39.787	Tue, Mar 1, 2022 at 10:50:33.810
392	Split	00:00:00.180	00:08:39.967	Tue, Mar 1, 2022 at 10:50:33.990
393	Split	00:00:00.166	00:08:40.133	Tue, Mar 1, 2022 at 10:50:34.156
394	Split	00:00:00.153	00:08:40.286	Tue, Mar 1, 2022 at 10:50:34.309
395	Split	00:00:00.164	00:08:40.450	Tue, Mar 1, 2022 at 10:50:34.473
396	Split	00:00:00.192	00:08:40.642	Tue, Mar 1, 2022 at 10:50:34.665
397	Split	00:00:00.219	00:08:40.861	Tue, Mar 1, 2022 at 10:50:34.884
398	Split	00:00:00.163	00:08:41.024	Tue, Mar 1, 2022 at 10:50:35.047
399	Split	00:00:00.168	00:08:41.192	Tue, Mar 1, 2022 at 10:50:35.215
400	Split	00:00:00.163	00:08:41.355	Tue, Mar 1, 2022 at 10:50:35.378
401	Split	00:00:00.162	00:08:41.517	Tue, Mar 1, 2022 at 10:50:35.540
402	Split	00:00:00.159	00:08:41.676	Tue, Mar 1, 2022 at 10:50:35.699
403	Split	00:00:00.258	00:08:41.934	Tue, Mar 1, 2022 at 10:50:35.957
404	Split	00:00:00.188	00:08:42.122	Tue, Mar 1, 2022 at 10:50:36.145
405	Split	00:00:00.178	00:08:42.300	Tue, Mar 1, 2022 at 10:50:36.323
406	Split	00:00:00.153	00:08:42.453	Tue, Mar 1, 2022 at 10:50:36.476
407	Split	00:00:00.157	00:08:42.610	Tue, Mar 1, 2022 at 10:50:36.633
408	Split	00:00:00.150	00:08:42.760	Tue, Mar 1, 2022 at 10:50:36.783
409	Split	00:00:00.231	00:08:42.991	Tue, Mar 1, 2022 at 10:50:37.014
410	Split	00:00:00.181	00:08:43.172	Tue, Mar 1, 2022 at 10:50:37.195
411	Split	00:00:00.164	00:08:43.336	Tue, Mar 1, 2022 at 10:50:37.359
412	Split	00:00:00.181	00:08:43.517	Tue, Mar 1, 2022 at 10:50:37.540
413	Split	00:00:00.160	00:08:43.677	Tue, Mar 1, 2022 at 10:50:37.700
414	Split	00:00:00.223	00:08:43.900	Tue, Mar 1, 2022 at 10:50:37.923
415	Split	00:00:00.234	00:08:44.134	Tue, Mar 1, 2022 at 10:50:38.157
416	Split	00:00:00.192	00:08:44.326	Tue, Mar 1, 2022 at 10:50:38.349
417	Split	00:00:00.158	00:08:44.484	Tue, Mar 1, 2022 at 10:50:38.507
418	Split	00:00:00.157	00:08:44.641	Tue, Mar 1, 2022 at 10:50:38.664
419	Split	00:00:00.165	00:08:44.806	Tue, Mar 1, 2022 at 10:50:38.829
420	Split	00:00:00.177	00:08:44.983	Tue, Mar 1, 2022 at 10:50:39.006
421	Split	00:00:00.193	00:08:45.176	Tue, Mar 1, 2022 at 10:50:39.199
422	Split	00:00:00.175	00:08:45.351	Tue, Mar 1, 2022 at 10:50:39.374
423	Split	00:00:00.183	00:08:45.534	Tue, Mar 1, 2022 at 10:50:39.557
424	Split	00:00:00.178	00:08:45.712	Tue, Mar 1, 2022 at 10:50:39.735
425	Split	00:00:00.161	00:08:45.873	Tue, Mar 1, 2022 at 10:50:39.896
426	Split	00:00:00.235	00:08:46.108	Tue, Mar 1, 2022 at 10:50:40.131
427	Split	00:00:00.193	00:08:46.301	Tue, Mar 1, 2022 at 10:50:40.324
428	Split	00:00:00.166	00:08:46.467	Tue, Mar 1, 2022 at 10:50:40.490
429	Split	00:00:00.174	00:08:46.641	Tue, Mar 1, 2022 at 10:50:40.664
430	Split	00:00:00.243	00:08:46.884	Tue, Mar 1, 2022 at 10:50:40.907
431	Split	00:00:00.187	00:08:47.071	Tue, Mar 1, 2022 at 10:50:41.094
432	Split	00:00:00.180	00:08:47.251	Tue, Mar 1, 2022 at 10:50:41.274
433	Split	00:00:00.172	00:08:47.423	Tue, Mar 1, 2022 at 10:50:41.446
434	Split	00:00:00.178	00:08:47.601	Tue, Mar 1, 2022 at 10:50:41.624
435	Split	00:00:00.204	00:08:47.805	Tue, Mar 1, 2022 at 10:50:41.828
436	Split	00:00:00.195	00:08:48.000	Tue, Mar 1, 2022 at 10:50:42.023
437	Split	00:00:00.209	00:08:48.209	Tue, Mar 1, 2022 at 10:50:42.232
438	Split	00:00:00.209	00:08:48.418	Tue, Mar 1, 2022 at 10:50:42.441
439	Split	00:00:00.203	00:08:48.621	Tue, Mar 1, 2022 at 10:50:42.644
440	Split	00:00:00.180	00:08:48.801	Tue, Mar 1, 2022 at 10:50:42.824
441	Split	00:00:00.174	00:08:48.975	Tue, Mar 1, 2022 at 10:50:42.998
442	Split	00:00:00.176	00:08:49.151	Tue, Mar 1, 2022 at 10:50:43.174
443	Split	00:00:00.184	00:08:49.335	Tue, Mar 1, 2022 at 10:50:43.358
444	Split	00:00:00.166	00:08:49.501	Tue, Mar 1, 2022 at 10:50:43.524
445	Split	00:00:00.167	00:08:49.668	Tue, Mar 1, 2022 at 10:50:43.691
446	Split	00:00:00.166	00:08:49.834	Tue, Mar 1, 2022 at 10:50:43.857
447	Split	00:00:00.209	00:08:50.043	Tue, Mar 1, 2022 at 10:50:44.066
448	Split	00:00:00.175	00:08:50.218	Tue, Mar 1, 2022 at 10:50:44.241
449	Split	00:00:00.166	00:08:50.384	Tue, Mar 1, 2022 at 10:50:44.407
450	Split	00:00:00.158	00:08:50.542	Tue, Mar 1, 2022 at 10:50:44.565
451	Split	00:00:00.154	00:08:50.696	Tue, Mar 1, 2022 at 10:50:44.719
452	Split	00:00:00.162	00:08:50.858	Tue, Mar 1, 2022 at 10:50:44.881
453	Split	00:00:00.243	00:08:51.101	Tue, Mar 1, 2022 at 10:50:45.124
454	Split	00:00:00.200	00:08:51.301	Tue, Mar 1, 2022 at 10:50:45.324
455	Split	00:00:00.200	00:08:51.501	Tue, Mar 1, 2022 at 10:50:45.524
456	Split	00:00:00.171	00:08:51.672	Tue, Mar 1, 2022 at 10:50:45.695
457	Split	00:00:00.162	00:08:51.834	Tue, Mar 1, 2022 at 10:50:45.857
458	Split	00:00:00.335	00:08:52.169	Tue, Mar 1, 2022 at 10:50:46.192
459	Split	00:00:00.183	00:08:52.352	Tue, Mar 1, 2022 at 10:50:46.375
460	Split	00:00:00.252	00:08:52.604	Tue, Mar 1, 2022 at 10:50:46.627
461	Split	00:00:00.180	00:08:52.784	Tue, Mar 1, 2022 at 10:50:46.807
462	Split	00:00:00.169	00:08:52.953	Tue, Mar 1, 2022 at 10:50:46.976
463	Split	00:00:00.165	00:08:53.118	Tue, Mar 1, 2022 at 10:50:47.141
464	Split	00:00:00.166	00:08:53.284	Tue, Mar 1, 2022 at 10:50:47.307
465	Split	00:00:00.175	00:08:53.459	Tue, Mar 1, 2022 at 10:50:47.482
466	Split	00:00:00.228	00:08:53.687	Tue, Mar 1, 2022 at 10:50:47.710
467	Split	00:00:00.182	00:08:53.869	Tue, Mar 1, 2022 at 10:50:47.892
468	Split	00:00:00.310	00:08:54.179	Tue, Mar 1, 2022 at 10:50:48.202
469	Split	00:00:00.162	00:08:54.341	Tue, Mar 1, 2022 at 10:50:48.364
470	Split	00:00:00.177	00:08:54.518	Tue, Mar 1, 2022 at 10:50:48.541
471	Split	00:00:00.171	00:08:54.689	Tue, Mar 1, 2022 at 10:50:48.712
472	Split	00:00:00.185	00:08:54.874	Tue, Mar 1, 2022 at 10:50:48.897
473	Split	00:00:00.194	00:08:55.068	Tue, Mar 1, 2022 at 10:50:49.091
474	Split	00:00:00.276	00:08:55.344	Tue, Mar 1, 2022 at 10:50:49.367
475	Split	00:00:00.180	00:08:55.524	Tue, Mar 1, 2022 at 10:50:49.547
476	Split	00:00:00.212	00:08:55.736	Tue, Mar 1, 2022 at 10:50:49.759
477	Split	00:00:00.187	00:08:55.923	Tue, Mar 1, 2022 at 10:50:49.946
478	Split	00:00:00.178	00:08:56.101	Tue, Mar 1, 2022 at 10:50:50.124
479	Split	00:00:00.175	00:08:56.276	Tue, Mar 1, 2022 at 10:50:50.299
480	Split	00:00:00.164	00:08:56.440	Tue, Mar 1, 2022 at 10:50:50.463
481	Split	00:00:00.161	00:08:56.601	Tue, Mar 1, 2022 at 10:50:50.624
482	Split	00:00:00.267	00:08:56.868	Tue, Mar 1, 2022 at 10:50:50.891
483	Split	00:00:00.183	00:08:57.051	Tue, Mar 1, 2022 at 10:50:51.074
484	Split	00:00:00.184	00:08:57.235	Tue, Mar 1, 2022 at 10:50:51.258
485	Split	00:00:00.174	00:08:57.409	Tue, Mar 1, 2022 at 10:50:51.432
486	Split	00:00:00.181	00:08:57.590	Tue, Mar 1, 2022 at 10:50:51.613
487	Split	00:00:00.179	00:08:57.769	Tue, Mar 1, 2022 at 10:50:51.792
488	Split	00:00:00.227	00:08:57.996	Tue, Mar 1, 2022 at 10:50:52.019
489	Split	00:00:00.244	00:08:58.240	Tue, Mar 1, 2022 at 10:50:52.263
490	Split	00:00:00.179	00:08:58.419	Tue, Mar 1, 2022 at 10:50:52.442
491	Split	00:00:00.285	00:08:58.704	Tue, Mar 1, 2022 at 10:50:52.727
492	Split	00:00:00.156	00:08:58.860	Tue, Mar 1, 2022 at 10:50:52.883
493	Split	00:00:00.179	00:08:59.039	Tue, Mar 1, 2022 at 10:50:53.062
494	Split	00:00:00.196	00:08:59.235	Tue, Mar 1, 2022 at 10:50:53.258
495	Split	00:00:00.185	00:08:59.420	Tue, Mar 1, 2022 at 10:50:53.443
496	Split	00:00:00.259	00:08:59.679	Tue, Mar 1, 2022 at 10:50:53.702
497	Split	00:00:00.214	00:08:59.893	Tue, Mar 1, 2022 at 10:50:53.916
498	Split	00:00:00.208	00:09:00.101	Tue, Mar 1, 2022 at 10:50:54.124
499	Split	00:00:00.184	00:09:00.285	Tue, Mar 1, 2022 at 10:50:54.308
500	Split	00:00:00.183	00:09:00.468	Tue, Mar 1, 2022 at 10:50:54.491
501	Split	00:00:00.184	00:09:00.652	Tue, Mar 1, 2022 at 10:50:54.675
502	Split	00:00:00.169	00:09:00.821	Tue, Mar 1, 2022 at 10:50:54.844
503	Split	00:00:00.231	00:09:01.052	Tue, Mar 1, 2022 at 10:50:55.075
504	Split	00:00:00.203	00:09:01.255	Tue, Mar 1, 2022 at 10:50:55.278
505	Split	00:00:00.182	00:09:01.437	Tue, Mar 1, 2022 at 10:50:55.460
506	Split	00:00:00.186	00:09:01.623	Tue, Mar 1, 2022 at 10:50:55.646
507	Split	00:00:00.284	00:09:01.907	Tue, Mar 1, 2022 at 10:50:55.930
508	Split	00:00:00.180	00:09:02.087	Tue, Mar 1, 2022 at 10:50:56.110
509	Split	00:00:00.223	00:09:02.310	Tue, Mar 1, 2022 at 10:50:56.333
510	Split	00:00:00.209	00:09:02.519	Tue, Mar 1, 2022 at 10:50:56.542
511	Split	00:00:00.185	00:09:02.704	Tue, Mar 1, 2022 at 10:50:56.727
512	Split	00:00:00.198	00:09:02.902	Tue, Mar 1, 2022 at 10:50:56.925
513	Split	00:00:00.206	00:09:03.108	Tue, Mar 1, 2022 at 10:50:57.131
514	Split	00:00:00.197	00:09:03.305	Tue, Mar 1, 2022 at 10:50:57.328
515	Split	00:00:00.197	00:09:03.502	Tue, Mar 1, 2022 at 10:50:57.525
516	Split	00:00:00.217	00:09:03.719	Tue, Mar 1, 2022 at 10:50:57.742
517	Split	00:00:00.200	00:09:03.919	Tue, Mar 1, 2022 at 10:50:57.942
518	Split	00:00:00.200	00:09:04.119	Tue, Mar 1, 2022 at 10:50:58.142
519	Split	00:00:00.216	00:09:04.335	Tue, Mar 1, 2022 at 10:50:58.358
520	Split	00:00:00.204	00:09:04.539	Tue, Mar 1, 2022 at 10:50:58.562
521	Split	00:00:00.197	00:09:04.736	Tue, Mar 1, 2022 at 10:50:58.759
522	Split	00:00:00.256	00:09:04.992	Tue, Mar 1, 2022 at 10:50:59.015
523	Split	00:00:00.212	00:09:05.204	Tue, Mar 1, 2022 at 10:50:59.227
524	Split	00:00:00.190	00:09:05.394	Tue, Mar 1, 2022 at 10:50:59.417
525	Split	00:00:00.209	00:09:05.603	Tue, Mar 1, 2022 at 10:50:59.626
526	Split	00:00:00.171	00:09:05.774	Tue, Mar 1, 2022 at 10:50:59.797
527	Split	00:00:00.284	00:09:06.058	Tue, Mar 1, 2022 at 10:51:00.081
528	Split	00:00:00.227	00:09:06.285	Tue, Mar 1, 2022 at 10:51:00.308
529	Split	00:00:00.194	00:09:06.479	Tue, Mar 1, 2022 at 10:51:00.502
530	Split	00:00:00.190	00:09:06.669	Tue, Mar 1, 2022 at 10:51:00.692
531	Split	00:00:00.167	00:09:06.836	Tue, Mar 1, 2022 at 10:51:00.859
532	Split	00:00:00.183	00:09:07.019	Tue, Mar 1, 2022 at 10:51:01.042
533	Split	00:00:00.200	00:09:07.219	Tue, Mar 1, 2022 at 10:51:01.242
534	Split	00:00:00.217	00:09:07.436	Tue, Mar 1, 2022 at 10:51:01.459
535	Split	00:00:00.240	00:09:07.676	Tue, Mar 1, 2022 at 10:51:01.699
536	Split	00:00:00.217	00:09:07.893	Tue, Mar 1, 2022 at 10:51:01.916
537	Split	00:00:00.211	00:09:08.104	Tue, Mar 1, 2022 at 10:51:02.127
538	Split	00:00:00.222	00:09:08.326	Tue, Mar 1, 2022 at 10:51:02.349
539	Split	00:00:13.847	00:09:22.173	Tue, Mar 1, 2022 at 10:51:16.196
540	Split	00:00:00.179	00:09:22.352	Tue, Mar 1, 2022 at 10:51:16.375
541	Split	00:00:00.383	00:09:22.735	Tue, Mar 1, 2022 at 10:51:16.758
542	Split	00:00:00.184	00:09:22.919	Tue, Mar 1, 2022 at 10:51:16.942
543	Split	00:00:00.183	00:09:23.102	Tue, Mar 1, 2022 at 10:51:17.125
544	Split	00:00:00.189	00:09:23.291	Tue, Mar 1, 2022 at 10:51:17.314
545	Split	00:00:00.227	00:09:23.518	Tue, Mar 1, 2022 at 10:51:17.541
546	Split	00:00:00.201	00:09:23.719	Tue, Mar 1, 2022 at 10:51:17.742
547	Split	00:00:00.217	00:09:23.936	Tue, Mar 1, 2022 at 10:51:17.959
548	Split	00:00:00.256	00:09:24.192	Tue, Mar 1, 2022 at 10:51:18.215
549	Split	00:00:00.193	00:09:24.385	Tue, Mar 1, 2022 at 10:51:18.408
550	Split	00:00:00.170	00:09:24.555	Tue, Mar 1, 2022 at 10:51:18.578
551	Split	00:00:00.171	00:09:24.726	Tue, Mar 1, 2022 at 10:51:18.749
552	Split	00:00:00.165	00:09:24.891	Tue, Mar 1, 2022 at 10:51:18.914
553	Split	00:00:00.194	00:09:25.085	Tue, Mar 1, 2022 at 10:51:19.108
554	Split	00:00:00.233	00:09:25.318	Tue, Mar 1, 2022 at 10:51:19.341
555	Split	00:00:00.175	00:09:25.493	Tue, Mar 1, 2022 at 10:51:19.516
556	Split	00:00:00.226	00:09:25.719	Tue, Mar 1, 2022 at 10:51:19.742
557	Split	00:00:00.200	00:09:25.919	Tue, Mar 1, 2022 at 10:51:19.942
558	Split	00:00:00.349	00:09:26.268	Tue, Mar 1, 2022 at 10:51:20.291
559	Split	00:00:00.184	00:09:26.452	Tue, Mar 1, 2022 at 10:51:20.475
560	Split	00:00:00.169	00:09:26.621	Tue, Mar 1, 2022 at 10:51:20.644
561	Split	00:00:00.181	00:09:26.802	Tue, Mar 1, 2022 at 10:51:20.825
562	Split	00:00:00.234	00:09:27.036	Tue, Mar 1, 2022 at 10:51:21.059
563	Split	00:00:00.172	00:09:27.208	Tue, Mar 1, 2022 at 10:51:21.231
564	Split	00:00:00.197	00:09:27.405	Tue, Mar 1, 2022 at 10:51:21.428
565	Split	00:00:00.188	00:09:27.593	Tue, Mar 1, 2022 at 10:51:21.616
566	Split	00:00:00.176	00:09:27.769	Tue, Mar 1, 2022 at 10:51:21.792
567	Split	00:00:00.183	00:09:27.952	Tue, Mar 1, 2022 at 10:51:21.975
568	Split	00:00:00.167	00:09:28.119	Tue, Mar 1, 2022 at 10:51:22.142
569	Split	00:00:00.153	00:09:28.272	Tue, Mar 1, 2022 at 10:51:22.295
570	Split	00:00:00.190	00:09:28.462	Tue, Mar 1, 2022 at 10:51:22.485
571	Split	00:00:00.162	00:09:28.624	Tue, Mar 1, 2022 at 10:51:22.647
572	Split	00:00:00.162	00:09:28.786	Tue, Mar 1, 2022 at 10:51:22.809
573	Split	00:00:00.167	00:09:28.953	Tue, Mar 1, 2022 at 10:51:22.976
574	Split	00:00:00.156	00:09:29.109	Tue, Mar 1, 2022 at 10:51:23.132
575	Split	00:00:00.160	00:09:29.269	Tue, Mar 1, 2022 at 10:51:23.292
576	Split	00:00:00.172	00:09:29.441	Tue, Mar 1, 2022 at 10:51:23.464
577	Split	00:00:00.178	00:09:29.619	Tue, Mar 1, 2022 at 10:51:23.642
578	Split	00:00:00.176	00:09:29.795	Tue, Mar 1, 2022 at 10:51:23.818
579	Split	00:00:00.176	00:09:29.971	Tue, Mar 1, 2022 at 10:51:23.994
580	Split	00:00:00.166	00:09:30.137	Tue, Mar 1, 2022 at 10:51:24.160
581	Split	00:00:00.167	00:09:30.304	Tue, Mar 1, 2022 at 10:51:24.327
582	Split	00:00:00.266	00:09:30.570	Tue, Mar 1, 2022 at 10:51:24.593
583	Split	00:00:00.166	00:09:30.736	Tue, Mar 1, 2022 at 10:51:24.759
584	Split	00:00:00.171	00:09:30.907	Tue, Mar 1, 2022 at 10:51:24.930
585	Split	00:00:00.183	00:09:31.090	Tue, Mar 1, 2022 at 10:51:25.113
586	Split	00:00:00.263	00:09:31.353	Tue, Mar 1, 2022 at 10:51:25.376
587	Split	00:00:00.190	00:09:31.543	Tue, Mar 1, 2022 at 10:51:25.566
588	Split	00:00:00.176	00:09:31.719	Tue, Mar 1, 2022 at 10:51:25.742
589	Split	00:00:00.174	00:09:31.893	Tue, Mar 1, 2022 at 10:51:25.916
590	Split	00:00:00.180	00:09:32.073	Tue, Mar 1, 2022 at 10:51:26.096
591	Split	00:00:00.270	00:09:32.343	Tue, Mar 1, 2022 at 10:51:26.366
592	Split	00:00:00.177	00:09:32.520	Tue, Mar 1, 2022 at 10:51:26.543
593	Split	00:00:00.187	00:09:32.707	Tue, Mar 1, 2022 at 10:51:26.730
594	Split	00:00:00.179	00:09:32.886	Tue, Mar 1, 2022 at 10:51:26.909
595	Split	00:00:00.167	00:09:33.053	Tue, Mar 1, 2022 at 10:51:27.076
596	Split	00:00:00.200	00:09:33.253	Tue, Mar 1, 2022 at 10:51:27.276
597	Split	00:00:00.152	00:09:33.405	Tue, Mar 1, 2022 at 10:51:27.428
598	Split	00:00:00.181	00:09:33.586	Tue, Mar 1, 2022 at 10:51:27.609
599	Split	00:00:00.157	00:09:33.743	Tue, Mar 1, 2022 at 10:51:27.766
600	Split	00:00:00.163	00:09:33.906	Tue, Mar 1, 2022 at 10:51:27.929
601	Split	00:00:00.164	00:09:34.070	Tue, Mar 1, 2022 at 10:51:28.093
602	Split	00:00:00.166	00:09:34.236	Tue, Mar 1, 2022 at 10:51:28.259
603	Split	00:00:00.167	00:09:34.403	Tue, Mar 1, 2022 at 10:51:28.426
604	Split	00:00:00.167	00:09:34.570	Tue, Mar 1, 2022 at 10:51:28.593
605	Split	00:00:00.142	00:09:34.712	Tue, Mar 1, 2022 at 10:51:28.735
606	Split	00:00:00.200	00:09:34.912	Tue, Mar 1, 2022 at 10:51:28.935
607	Split	00:00:00.297	00:09:35.209	Tue, Mar 1, 2022 at 10:51:29.232
608	Split	00:00:00.179	00:09:35.388	Tue, Mar 1, 2022 at 10:51:29.411
609	Split	00:00:00.200	00:09:35.588	Tue, Mar 1, 2022 at 10:51:29.611
610	Split	00:00:00.182	00:09:35.770	Tue, Mar 1, 2022 at 10:51:29.793
611	Split	00:00:00.183	00:09:35.953	Tue, Mar 1, 2022 at 10:51:29.976
612	Split	00:00:00.192	00:09:36.145	Tue, Mar 1, 2022 at 10:51:30.168
613	Split	00:00:00.179	00:09:36.324	Tue, Mar 1, 2022 at 10:51:30.347
